1 0.0284594
1.5 0.00276732
2 0.00027597
2.5 2.75894e-05
3 2.75886e-06
3.5 2.75885e-07
4 2.75882e-08
4.5 2.76023e-09
5 2.77305e-10
5.5 2.27118e-11
6 3.05934e-11
6.5 1.10526e-10
7 1.81692e-12
7.5 1.96946e-10
8 9.74128e-10
8.5 2.33759e-08
9 1.39383e-08
9.5 2.07859e-07
10 1.84721e-08
10.5 6.17821e-07
11 9.90783e-07
11.5 1.06561e-05
12 2.16965e-05
12.5 0.000102083
13 0.000464459
13.5 0.00174193
14 0.00176087
14.5 0.0160906
15 0.0695419
15.5 0.180076
16 0.351793
